File Name,Lines*,Statements,Percent Branch Statements,Method Call Statements,Percent Lines with Comments,Classes and Interfaces,Methods per Class,Average Statements per Method,Line Number of Most Complex Method*,Name of Most Complex Method*,Maximum Complexity*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9,commit_count,commiter_count,numberOfReportedBugs
src/main/java/org/apache/commons/math/random/ValueServer.java,379,110,21/8,38,57/0,1,25/00,2/52,378,ValueServer.getNextReplay(),4,117,4,1/85,1/44,9,38,34,19,10,0,0,0,0,0,15,3,0
src/main/java/org/apache/commons/math/random/Well1024a.java,85,30,0/0,4,41/2,1,5/00,3/60,56,Well1024a.next(),1,57,2,1/53,1/00,2,10,18,0,0,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/random/Well19937a.java,87,32,0/0,4,40/2,1,5/00,4/00,56,Well19937a.next(),1,57,2,1/56,1/00,2,10,20,0,0,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/random/Well19937c.java,91,34,0/0,4,40/7,1,5/00,4/40,56,Well19937c.next(),1,57,2,1/59,1/00,2,10,22,0,0,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/random/Well44497a.java,90,34,0/0,4,40/0,1,5/00,4/40,56,Well44497a.next(),1,57,2,1/59,1/00,2,10,22,0,0,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/random/Well44497b.java,96,36,0/0,4,41/7,1,5/00,4/80,56,Well44497b.next(),1,57,2,1/61,1/00,2,10,24,0,0,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/random/Well512a.java,85,29,0/0,4,42/4,1,5/00,3/40,56,Well512a.next(),1,57,2,1/52,1/00,2,10,17,0,0,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/special/Beta.java,192,44,15/9,19,50/5,2,4/50,3/56,115,Beta.regularizedBeta(),12,138,6,2/62,3/00,4,9,13,7,2,6,4,0,0,0,8,3,0
src/main/java/org/apache/commons/math/special/Erf.java,121,19,15/8,13,59/5,1,4/00,2/75,115,Erf.erf(),3,68,3,1/58,2/00,3,5,8,3,0,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/special/Gamma.java,301,84,22/6,25,52/2,2,5/00,6/50,147,Gamma.regularizedGammaP(),14,245,5,2/34,4/00,5,15,24,30,9,2,0,0,0,0,14,3,1
src/main/java/org/apache/commons/math/special/package-info.java,20,1,0/0,0,0/0,0,0/00,0/00,,,0,20,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/clustering/Cluster.java,63,17,0/0,2,39/7,1,4/00,1/25,45,Cluster<T extends Clusterable<T>>.getCenter(),1,46,2,1/00,1/00,5,7,5,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/clustering/Clusterable.java,40,5,0/0,0,45/0,1,2/00,0/00,,,0,36,1,0/40,0/00,3,2,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/stat/clustering/EuclideanIntegerPoint.java,106,45,22/2,15,22/6,1,7/00,4/43,76,EuclideanIntegerPoint.equals(),5,65,4,1/89,2/43,5,9,20,8,3,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/stat/clustering/KMeansPlusPlusClusterer.java,419,182,29/1,82,35/8,2,4/00,13/50,250,KMeansPlusPlusClusterer<T extends Clusterable<T>>.chooseInitialCenters(),18,352,8,3/11,5/13,13,11,54,38,29,17,9,10,1,0,18,3,1
src/main/java/org/apache/commons/math/stat/clustering/package-info.java,20,1,0/0,0,0/0,0,0/00,0/00,,,0,20,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/correlation/Covariance.java,255,60,3/3,39,56/9,1,10/00,4/00,160,Covariance.computeCovarianceMatrix(),3,166,4,1/67,1/22,8,12,35,2,3,0,0,0,0,0,8,3,0
src/main/java/org/apache/commons/math/stat/correlation/package-info.java,22,1,0/0,0,0/0,0,0/00,0/00,,,0,22,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/correlation/PearsonsCorrelation.java,265,82,1/2,70,46/8,1,7/00,8/71,94,PearsonsCorrelation.PearsonsCorrelation(),2,97,3,1/61,1/17,12,9,60,1,0,0,0,0,0,0,15,3,1
src/main/java/org/apache/commons/math/stat/correlation/SpearmansCorrelation.java,156,38,0/0,27,52/6,1,7/00,2/86,59,SpearmansCorrelation.computeCorrelationMatrix(),1,60,2,1/32,1/00,8,10,20,0,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/stat/correlation/StorelessBivariateCovariance.java,62,30,10/0,1,11/3,1,5/00,2/80,65,StorelessBivariateCovariance.getResult(),4,68,3,1/43,1/60,4,12,11,3,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/correlation/StorelessCovariance.java,104,49,14/3,16,13/5,1,9/00,3/22,74,StorelessCovariance.incrementRow(),4,57,4,1/65,1/88,7,13,22,4,3,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/descriptive/AbstractStorelessUnivariateStatistic.java,171,37,18/9,24,56/1,1,6/00,3/50,162,AbstractStorelessUnivariateStatistic.equals(),4,149,4,1/68,2/33,6,10,12,8,1,0,0,0,0,0,11,3,0
src/main/java/org/apache/commons/math/stat/descriptive/AbstractUnivariateStatistic.java,261,59,22/0,24,58/6,1,10/00,3/80,256,AbstractUnivariateStatistic.test(),10,269,4,1/85,2/50,8,13,22,12,4,0,0,0,0,0,17,3,0
src/main/java/org/apache/commons/math/stat/descriptive/AggregateSummaryStatistics.java,383,104,9/6,53,53/5,2,10/00,3/55,301,AggregateSummaryStatistics.aggregate(),11,319,4,2/13,1/70,5,21,39,35,5,0,0,0,0,0,6,3,0
src/main/java/org/apache/commons/math/stat/descriptive/DescriptiveStatistics.java,668,152,3/3,169,55/4,1,11/00,3/55,161,DescriptiveStatistics.addValue(),5,164,4,0/74,1/45,87,26,33,4,2,0,0,0,0,0,23,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/FirstMoment.java,149,48,2/1,8,46/3,1,8/00,3/63,101,FirstMoment.increment(),2,103,3,1/50,1/13,6,13,28,1,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/FourthMoment.java,132,38,2/6,10,47/7,1,7/00,3/43,87,FourthMoment.increment(),2,89,3,1/61,1/14,5,9,20,4,0,0,0,0,0,0,6,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/GeometricMean.java,190,50,6/0,23,51/1,1,13/00,1/85,110,GeometricMean.getResult(),3,112,3,1/32,1/23,11,15,21,3,0,0,0,0,0,0,14,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/Kurtosis.java,202,68,13/2,23,43/6,1,10/00,4/60,110,Kurtosis.getResult(),5,115,4,1/93,2/10,9,13,24,18,4,0,0,0,0,0,14,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/Mean.java,254,61,9/8,20,59/1,1,12/00,3/17,156,Mean.evaluate(),3,167,4,1/79,1/50,8,15,22,14,2,0,0,0,0,0,12,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/package-info.java,20,1,0/0,0,0/0,0,0/00,0/00,,,0,20,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/SecondMoment.java,117,32,3/1,9,47/0,1,7/00,2/57,79,SecondMoment.increment(),2,81,3,1/44,1/14,5,9,17,1,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/SemiVariance.java,340,80,11/2,21,62/1,2,9/50,2/42,277,SemiVariance.evaluate(),9,293,6,2/00,1/47,7,23,32,6,7,3,2,0,0,0,11,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/Skewness.java,195,65,12/3,19,45/1,1,10/00,4/50,153,Skewness.evaluate(),5,170,4,2/00,1/90,7,13,23,17,5,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/StandardDeviation.java,252,48,0/0,27,63/9,1,17/00,1/29,56,StandardDeviation.copy(),1,57,2,1/31,1/00,7,19,22,0,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/ThirdMoment.java,129,38,2/6,9,47/3,1,7/00,3/29,88,ThirdMoment.increment(),2,90,3,1/50,1/14,5,10,22,1,0,0,0,0,0,0,6,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/Variance.java,582,131,20/6,30,66/2,1,21/00,4/67,501,Variance.evaluate(),8,412,5,2/48,2/29,8,25,43,17,27,11,0,0,0,0,22,3,1
src/main/java/org/apache/commons/math/stat/descriptive/moment/VectorialCovariance.java,138,67,17/9,12,23/9,1,7/00,6/86,135,VectorialCovariance.equals(),7,93,5,1/99,2/71,7,12,31,12,2,3,0,0,0,0,8,3,0
src/main/java/org/apache/commons/math/stat/descriptive/moment/VectorialMean.java,94,37,18/9,9,26/6,1,6/00,4/00,92,VectorialMean.equals(),4,43,3,1/70,2/17,5,8,17,7,0,0,0,0,0,0,8,3,0
src/main/java/org/apache/commons/math/stat/descriptive/MultivariateSummaryStatistics.java,574,188,7/4,143,53/0,1,36/00,3/36,369,MultivariateSummaryStatistics.equals(),11,253,4,1/73,1/61,20,47,86,33,2,0,0,0,0,0,20,3,0
src/main/java/org/apache/commons/math/stat/descriptive/package-info.java,44,1,0/0,0,0/0,0,0/00,0/00,,,0,44,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/stat/descriptive/rank/Max.java,153,43,9/3,10,48/4,1,9/00,2/78,129,Max.evaluate(),4,135,5,1/63,1/56,6,12,20,3,1,1,0,0,0,0,7,3,0
src/main/java/org/apache/commons/math/stat/descriptive/rank/Median.java,48,8,0/0,2,43/8,1,2/00,1/00,41,Median.Median(),1,42,2,0/88,1/00,3,3,2,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/stat/descriptive/rank/Min.java,153,43,9/3,10,48/4,1,9/00,2/78,129,Min.evaluate(),4,135,5,1/63,1/56,6,12,20,3,1,1,0,0,0,0,7,3,0
src/main/java/org/apache/commons/math/stat/descriptive/rank/package-info.java,20,1,0/0,0,0/0,0,0/00,0/00,,,0,20,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/descriptive/rank/Percentile.java,455,155,21/3,40,52/5,1,17/00,7/24,256,Percentile.partition(),9,326,5,2/23,3/35,10,22,66,37,19,1,0,0,0,0,16,3,0
src/main/java/org/apache/commons/math/stat/descriptive/StatisticalMultivariateSummary.java,106,14,0/0,0,70/8,1,11/00,0/00,,,0,33,1,0/79,0/00,3,11,0,0,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/stat/descriptive/StatisticalSummary.java,62,9,0/0,0,58/1,1,7/00,0/00,,,0,31,1,0/78,0/00,2,7,0,0,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/stat/descriptive/StatisticalSummaryValues.java,165,62,3/2,64,37/6,1,11/00,3/45,133,StatisticalSummaryValues.equals(),8,135,3,1/55,1/64,6,18,36,2,0,0,0,0,0,0,14,3,0
src/main/java/org/apache/commons/math/stat/descriptive/StorelessUnivariateStatistic.java,77,9,0/0,0,66/2,1,7/00,0/00,,,0,36,1,0/78,0/00,2,7,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/stat/descriptive/summary/package-info.java,20,1,0/0,0,0/0,0,0/00,0/00,,,0,20,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/descriptive/summary/Product.java,207,52,7/7,11,56/0,1,11/00,2/73,120,Product.evaluate(),3,125,4,1/58,1/36,8,14,24,4,2,0,0,0,0,0,15,3,0
src/main/java/org/apache/commons/math/stat/descriptive/summary/Sum.java,203,50,8/0,10,56/2,1,11/00,2/73,119,Sum.evaluate(),3,124,4,1/64,1/36,6,14,24,4,2,0,0,0,0,0,15,3,0
src/main/java/org/apache/commons/math/stat/descriptive/summary/SumOfLogs.java,152,42,4/8,10,50/0,1,9/00,2/56,130,SumOfLogs.evaluate(),3,135,4,1/48,1/22,7,12,20,2,1,0,0,0,0,0,11,3,0
src/main/java/org/apache/commons/math/stat/descriptive/summary/SumOfSquares.java,140,41,4/9,8,46/4,1,9/00,2/56,118,SumOfSquares.evaluate(),3,123,4,1/51,1/22,6,12,20,2,1,0,0,0,0,0,8,3,0
src/main/java/org/apache/commons/math/stat/descriptive/SummaryStatistics.java,677,235,14/0,169,51/7,1,39/00,4/08,668,SummaryStatistics.copy(),23,219,4,1/75,2/03,18,58,125,32,2,0,0,0,0,0,20,3,1
src/main/java/org/apache/commons/math/stat/descriptive/SynchronizedDescriptiveStatistics.java,160,41,0/0,18,44/4,1,15/00,1/40,43,SynchronizedDescriptiveStatistics.copy(),1,174,4,1/49,1/00,4,16,19,1,1,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/stat/descriptive/SynchronizedMultivariateSummaryStatistics.java,255,66,0/0,31,43/1,1,31/00,1/00,46,SynchronizedMultivariateSummaryStatistics.setMeanImpl(),1,47,2,1/42,1/00,3,32,31,0,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/stat/descriptive/SynchronizedSummaryStatistics.java,307,83,0/0,39,43/3,1,36/00,1/17,43,SynchronizedSummaryStatistics.copy(),1,342,4,1/49,1/00,4,37,40,1,1,0,0,0,0,0,6,3,0
src/main/java/org/apache/commons/math/stat/descriptive/UnivariateStatistic.java,47,5,0/0,0,53/2,1,3/00,0/00,,,0,33,1,0/60,0/00,2,3,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/stat/descriptive/WeightedEvaluation.java,45,4,0/0,0,53/3,1,2/00,0/00,,,0,35,1,0/50,0/00,2,2,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/stat/Frequency.java,466,156,16/7,102,51/3,2,15/00,3/70,314,Frequency.getCumFreq(),11,118,4,1/99,1/87,9,33,71,36,7,0,0,0,0,0,22,3,3
src/main/java/org/apache/commons/math/stat/inference/ChiSquareTest.java,213,9,0/0,0,85/0,1,6/00,0/00,,,0,55,1,0/67,0/00,3,6,0,0,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/stat/inference/ChiSquareTestImpl.java,368,145,24/8,42,36/1,1,15/00,7/93,207,ChiSquareTestImpl.chiSquareDataSetsComparison(),13,253,5,2/26,3/67,11,15,69,28,19,3,0,0,0,0,20,3,1
src/main/java/org/apache/commons/math/stat/inference/MannWhitneyUTest.java,88,5,0/0,0,72/7,1,2/00,0/00,,,0,59,1,0/40,0/00,3,2,0,0,0,0,0,0,0,0,8,3,0
src/main/java/org/apache/commons/math/stat/inference/MannWhitneyUTestImpl.java,164,49,10/2,19,47/0,1,7/00,4/71,69,MannWhitneyUTestImpl.ensureDataConformance(),5,72,3,1/61,1/71,8,8,28,5,0,0,0,0,0,0,11,3,0
src/main/java/org/apache/commons/math/stat/inference/OneWayAnova.java,97,7,0/0,0,72/2,1,3/00,0/00,,,0,55,1,0/43,0/00,4,3,0,0,0,0,0,0,0,0,8,3,0
src/main/java/org/apache/commons/math/stat/inference/OneWayAnovaImpl.java,184,62,9/7,26,44/0,2,3/00,7/17,122,OneWayAnovaImpl.anovaStats(),6,137,4,2/08,2/17,9,6,26,13,8,0,0,0,0,0,16,3,0
src/main/java/org/apache/commons/math/stat/inference/package-info.java,23,1,0/0,0,0/0,0,0/00,0/00,,,0,23,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/inference/TestUtils.java,292,75,0/0,37,42/5,1,33/00,1/00,48,TestUtils.oneWayAnovaTest(),1,49,2,1/37,1/00,5,37,33,0,0,0,0,0,0,0,12,3,0
src/main/java/org/apache/commons/math/stat/inference/TTest.java,769,24,0/0,0,88/8,1,20/00,0/00,,,0,69,1,0/83,0/00,4,20,0,0,0,0,0,0,0,0,6,3,0
src/main/java/org/apache/commons/math/stat/inference/TTestImpl.java,1008,118,4/2,125,76/5,1,30/00,2/57,1002,TTestImpl.checkSampleData(),3,1005,3,1/60,1/20,11,30,72,5,0,0,0,0,0,0,17,3,0
src/main/java/org/apache/commons/math/stat/inference/UnknownDistributionChiSquareTest.java,138,6,0/0,0,81/2,1,3/00,0/00,,,0,65,1,0/50,0/00,3,3,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/stat/inference/WilcoxonSignedRankTest.java,103,5,0/0,0,75/7,1,2/00,0/00,,,0,64,1,0/40,0/00,3,2,0,0,0,0,0,0,0,0,8,3,0
src/main/java/org/apache/commons/math/stat/inference/WilcoxonSignedRankTestImpl.java,227,76,22/4,24,43/6,1,9/00,6/44,68,WilcoxonSignedRankTestImpl.wilcoxonSignedRankTest(),5,197,5,1/99,3/00,8,10,38,16,3,1,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/stat/package-info.java,20,1,0/0,0,0/0,0,0/00,0/00,,,0,20,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/ranking/NaNStrategy.java,43,2,0/0,0,46/5,1,0/00,0/00,,,0,18,0,0/00,0/00,2,0,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/stat/ranking/NaturalRanking.java,422,171,27/5,84,47/2,2,10/00,6/60,190,NaturalRanking.rank(),9,232,5,2/43,2/25,11,22,65,33,36,4,0,0,0,0,11,3,0
src/main/java/org/apache/commons/math/stat/ranking/package-info.java,22,1,0/0,0,0/0,0,0/00,0/00,,,0,22,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/ranking/RankingAlgorithm.java,39,3,0/0,0,48/7,1,1/00,0/00,,,0,40,1,0/33,0/00,2,1,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/stat/ranking/TiesStrategy.java,48,2,0/0,0,50/0,1,0/00,0/00,,,0,18,0,0/00,0/00,2,0,0,0,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/stat/regression/AbstractMultipleLinearRegression.java,339,103,19/4,50,48/7,1,17/00,4/18,204,AbstractMultipleLinearRegression.validateSampleData(),8,181,5,1/92,2/47,10,22,44,21,5,1,0,0,0,0,19,3,0
src/main/java/org/apache/commons/math/stat/regression/GLSMultipleLinearRegression.java,123,35,2/9,32,49/6,1,6/00,3/50,79,GLSMultipleLinearRegression.getOmegaInverse(),2,81,3,1/46,1/17,6,8,20,1,0,0,0,0,0,0,8,3,0
src/main/java/org/apache/commons/math/stat/regression/MillerUpdatingRegression.java,1081,627,23/4,107,24/1,1,24/00,24/00,1032,MillerUpdatingRegression.regress(),24,546,8,3/00,7/54,7,44,238,151,75,70,34,7,1,0,9,3,0
src/main/java/org/apache/commons/math/stat/regression/ModelSpecificationException.java,38,6,0/0,2,31/6,1,0/00,0/00,,,0,39,2,0/50,0/00,4,1,1,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/regression/MultipleLinearRegression.java,63,7,0/0,0,61/9,1,5/00,0/00,,,0,40,1,0/71,0/00,2,5,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/stat/regression/OLSMultipleLinearRegression.java,217,56,14/3,43,57/1,1,10/00,3/60,99,OLSMultipleLinearRegression.calculateHat(),6,109,5,1/75,1/90,9,11,27,5,2,2,0,0,0,0,16,3,0
src/main/java/org/apache/commons/math/stat/regression/package-info.java,22,1,0/0,0,0/0,0,0/00,0/00,,,0,22,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/stat/regression/RegressionResults.java,399,127,22/0,18,50/6,1,17/00,5/18,400,RegressionResults.getVcvElement(),10,405,5,2/07,3/00,6,33,51,25,7,5,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/stat/regression/SimpleRegression.java,792,237,20/7,68,55/2,1,31/00,5/97,775,SimpleRegression.regress(),20,817,6,2/61,2/90,11,41,73,41,52,13,6,0,0,0,20,3,1
src/main/java/org/apache/commons/math/stat/regression/UpdatingMultipleLinearRegression.java,79,9,0/0,0,67/1,1,7/00,0/00,,,0,35,1,0/78,0/00,2,7,0,0,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/stat/StatUtils.java,734,117,6/8,50,74/4,1,31/00,1/87,690,StatUtils.varianceDifference(),4,693,3,1/43,1/26,18,41,48,10,0,0,0,0,0,0,17,3,0
src/main/java/org/apache/commons/math/transform/FastCosineTransformer.java,236,61,6/6,30,55/9,1,10/00,4/40,213,FastCosineTransformer.fct(),5,222,3,1/80,1/40,7,10,32,12,0,0,0,0,0,0,37,3,0
src/main/java/org/apache/commons/math/transform/FastFourierTransformer.java,796,289,17/6,140,44/0,3,12/00,6/44,335,FastFourierTransformer.fft(),12,747,6,2/62,2/64,9,28,95,104,40,13,1,0,0,0,42,3,0
src/main/java/org/apache/commons/math/transform/FastHadamardTransformer.java,291,52,15/4,17,67/0,1,7/00,5/71,219,FastHadamardTransformer.fht(),5,249,4,2/21,2/14,5,7,20,12,8,0,0,0,0,0,23,3,0
src/main/java/org/apache/commons/math/transform/FastSineTransformer.java,219,60,6/7,28,54/8,1,10/00,4/30,204,FastSineTransformer.fst(),5,212,3,1/75,1/40,7,10,34,9,0,0,0,0,0,0,32,3,0
src/main/java/org/apache/commons/math/transform/package-info.java,22,1,0/0,0,0/0,0,0/00,0/00,,,0,22,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/transform/RealTransformer.java,70,7,0/0,0,60/0,1,4/00,0/00,,,0,42,1,0/57,0/00,3,4,0,0,0,0,0,0,0,0,17,3,0
src/main/java/org/apache/commons/math/util/ArithmeticUtils.java,889,311,33/4,77,50/7,1,26/00,10/58,382,ArithmeticUtils.mulAndCheck(),15,633,6,2/58,5/73,9,27,127,96,34,12,6,0,0,0,6,3,0
src/main/java/org/apache/commons/math/util/BigReal.java,261,79,0/0,45,45/6,1,28/00,1/29,61,BigReal.multiply(),1,62,2,1/34,1/00,9,34,36,0,0,0,0,0,0,0,12,3,0
src/main/java/org/apache/commons/math/util/BigRealField.java,71,19,0/0,1,39/4,2,3/00,0/83,41,BigRealField.readResolve(),1,48,2,1/05,1/00,5,8,6,0,0,0,0,0,0,0,7,3,0
src/main/java/org/apache/commons/math/util/CompositeFormat.java,199,70,15/7,43,41/2,1,9/00,6/11,79,CompositeFormat.parseNextCharacter(),5,88,4,2/09,2/67,6,9,34,15,6,0,0,0,0,0,11,3,0
src/main/java/org/apache/commons/math/util/ContinuedFraction.java,185,64,15/6,20,46/5,1,5/00,10/20,124,ContinuedFraction.evaluate(),14,158,6,2/84,3/60,5,8,14,17,9,7,4,0,0,0,12,3,0
src/main/java/org/apache/commons/math/util/DefaultTransformer.java,71,24,20/8,7,26/8,1,3/00,4/67,46,DefaultTransformer.transform(),4,48,3,1/58,2/67,6,4,8,6,0,0,0,0,0,0,14,3,0
src/main/java/org/apache/commons/math/util/DoubleArray.java,100,10,0/0,0,73/0,1,8/00,0/00,,,0,35,1,0/80,0/00,2,8,0,0,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/util/FastMath.java,3214,1537,13/4,323,34/4,1,36/00,40/44,1419,FastMath.pow(),42,831,5,2/68,6/97,3,78,534,746,148,28,0,0,0,0,125,3,1
src/main/java/org/apache/commons/math/util/FastMathCalc.java,563,296,10/8,103,34/8,1,17/00,15/82,102,FastMathCalc.buildSinCosTables(),6,130,4,2/51,3/00,4,23,129,98,42,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/util/FastMathLiteralArrays.java,6166,18,0/0,1,17/4,1,6/00,0/83,6134,FastMathLiteralArrays.loadLnMant(),1,6142,2,1/17,1/00,2,11,5,0,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/util/FastMathResources.java,260,114,7/0,69,31/9,1,8/00,5/13,65,FastMathResources.createAll(),9,70,4,1/20,2/00,42,31,23,12,6,0,0,0,0,0,6,3,0
src/main/java/org/apache/commons/math/util/Incrementor.java,161,34,5/9,4,58/4,3,4/00,1/33,0,MaxCountExceededCallback.{none}(),3,65,4,1/54,1/33,3,15,13,3,1,0,0,0,0,0,6,3,0
src/main/java/org/apache/commons/math/util/IterationEvent.java,37,6,0/0,1,35/1,1,1/00,1/00,37,IterationEvent.IterationEvent(),1,38,2,0/67,1/00,3,2,1,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/util/IterationListener.java,53,7,0/0,0,54/7,1,4/00,0/00,,,0,34,1,0/57,0/00,3,4,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/util/IterationManager.java,143,35,11/4,13,52/4,1,11/00,1/55,66,IterationManager.fireTerminationEvent(),2,68,3,1/46,1/36,5,13,13,4,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/util/MathArrays.java,996,403,25/8,70,44/9,3,9/00,12/48,362,MathArrays.safeNorm(),18,170,7,2/74,4/11,13,28,204,69,30,28,22,10,0,0,6,3,0
src/main/java/org/apache/commons/math/util/MathUtils.java,244,60,28/3,19,57/4,1,12/00,3/08,127,MathUtils.copySign(),8,228,4,1/83,3/83,8,13,21,17,1,0,0,0,0,0,110,3,6
src/main/java/org/apache/commons/math/util/MultidimensionalCounter.java,270,88,17/0,20,47/8,2,6/50,2/92,215,MultidimensionalCounter.getCounts(),5,94,5,2/31,1/77,5,12,35,26,7,3,0,0,0,0,17,3,1
src/main/java/org/apache/commons/math/util/NumberTransformer.java,36,4,0/0,0,41/7,1,1/00,0/00,,,0,38,1,0/25,0/00,3,1,0,0,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/util/OpenIntToDoubleHashMap.java,506,229,16/6,59,37/2,2,14/50,6/00,267,OpenIntToDoubleHashMap.findInsertionIndex(),14,575,5,2/20,2/48,7,40,108,49,24,1,0,0,0,0,14,3,0
src/main/java/org/apache/commons/math/util/OpenIntToFieldHashMap.java,528,240,15/8,63,37/7,2,15/00,5/90,282,OpenIntToFieldHashMap<T extends FieldElement<T>>.findInsertionIndex(),14,590,5,2/14,2/43,12,43,111,49,24,1,0,0,0,0,15,3,0
src/main/java/org/apache/commons/math/util/package-info.java,20,1,0/0,0,0/0,0,0/00,0/00,,,0,20,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/util/Pair.java,103,24,12/5,10,44/7,1,6/00,2/33,83,"Pair<K, V>.equals()",5,85,3,1/67,1/67,2,8,10,4,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/util/Precision.java,465,87,4/6,101,53/5,1,7/00,9/86,64,Precision.equalsIncludingNaN(),3,66,3,1/76,2/17,7,11,65,4,0,0,0,0,0,0,6,3,0
src/main/java/org/apache/commons/math/util/ResizableDoubleArray.java,850,232,14/7,74,59/1,1,39/00,4/49,495,ResizableDoubleArray.discardExtremeElements(),6,898,5,2/09,1/90,8,49,113,40,20,2,0,0,0,0,28,3,0
src/main/java/org/apache/commons/math/util/TransformerMap.java,168,58,17/2,25,41/7,1,12/00,2/92,157,TransformerMap.equals(),7,171,5,1/83,1/92,8,15,20,10,4,1,0,0,0,0,7,3,0
